rank_by_code_macro_at_100,run_label,run_id,started_at,ott_baseline,code_macro_recall_at_100,naive_vague,naive_branded,naive_specific,emu_generic,emu_ordinary,emu_specific,original,loo,use_vector,use_composite,use_facts,use_kg_context,triage,use_curated,config_json
1,no_curated_only,157,2026-06-03T20:55:22.588296,False,0.8944991789819376,0.9181034482758621,0.7758620689655172,0.8778735632183908,0.9482758620689655,0.9525862068965517,0.896551724137931,0.8922413793103449,False,True,,True,True,False,False,"{""active_gold_count"": 1059, ""loo"": false, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": false, ""use_curated"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": true, ""use_kg_vec"": true, ""use_vector"": true}"
2,all_legs_on,139,2026-06-03T18:52:22.422541,False,0.8922413793103449,0.9008620689655172,0.7974137931034483,0.8620689655172413,0.9482758620689655,0.9525862068965517,0.8922413793103449,0.8922413793103449,False,True,,True,True,False,,"{""active_gold_count"": 1059, ""loo"": false, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": true, ""use_kg_vec"": true, ""use_vector"": true}"
3,rw_g5_staging,174,2026-06-04T00:01:44.099859,False,0.8078133552271484,0.7595785440613027,0.7617816091954023,0.8591954022988506,0.7672413793103449,0.8146551724137931,0.8491379310344828,0.843103448275862,True,True,True,False,False,True,True,"{""active_gold_count"": 1059, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""triage_model"": ""gpt-5-mini"", ""triage_prompt"": ""staging"", ""use_composite"": true, ""use_curated"": true, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
4,facts_cap03,167,2026-06-03T23:12:27.215518,False,0.7796729611384784,0.7409003831417624,0.760632183908046,0.8205459770114942,0.7327586206896551,0.7887931034482759,0.8017241379310345,0.8123563218390805,True,True,True,True,False,True,False,"{""active_gold_count"": 1059, ""facts_cap"": 0.3, ""facts_vec_cap"": 0.3, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
5,facts_cap05,169,2026-06-03T23:35:18.874673,False,0.7724753694581281,0.7341954022988506,0.7718390804597701,0.7834770114942529,0.7327586206896551,0.7844827586206896,0.7887931034482759,0.8117816091954023,True,True,True,True,False,True,False,"{""active_gold_count"": 1059, ""facts_cap"": 0.5, ""facts_vec_cap"": 0.5, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
6,rw_g41_staging,173,2026-06-04T00:01:44.099631,True,0.7703338806787082,0.7279693486590039,0.735919540229885,0.8002873563218391,0.7068965517241379,0.8017241379310345,0.8189655172413793,0.8005747126436782,True,True,True,False,False,True,True,"{""active_gold_count"": 1059, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""triage_model"": ""gpt-4.1-mini-2025-04-14"", ""triage_prompt"": ""staging"", ""use_composite"": true, ""use_curated"": true, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
7,ai_semantic_composite_triage,121,2026-06-03T17:45:51.349392,False,0.7687260536398467,0.7361111111111112,0.7623563218390804,0.8038793103448276,0.7025862068965517,0.7801724137931034,0.7758620689655172,0.8201149425287356,True,True,True,False,False,True,False,"{""active_gold_count"": 1059, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
8,grid_C1F0K0T1,123,2026-06-03T17:51:29.028231,False,0.7687260536398467,0.7361111111111112,0.7623563218390804,0.8038793103448276,0.7025862068965517,0.7801724137931034,0.7758620689655172,0.8201149425287356,True,True,True,False,False,True,False,"{""active_gold_count"": 1059, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
9,rw_g5_mine,170,2026-06-03T23:43:17.051698,False,0.7687260536398467,0.7361111111111112,0.7623563218390804,0.8038793103448276,0.7025862068965517,0.7801724137931034,0.7758620689655172,0.8201149425287356,True,True,True,False,False,True,True,"{""active_gold_count"": 1059, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""triage_model"": ""gpt-5-mini"", ""triage_prompt"": ""mine"", ""use_composite"": true, ""use_curated"": true, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
10,facts_cap07,172,2026-06-03T23:58:02.430066,False,0.7618431855500821,0.7255747126436781,0.7563218390804598,0.7607758620689655,0.728448275862069,0.7844827586206896,0.7629310344827587,0.8143678160919541,True,True,True,True,False,True,False,"{""active_gold_count"": 1059, ""facts_cap"": 0.7, ""facts_vec_cap"": 0.7, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
11,grid_C1F0K1T1,137,2026-06-03T18:50:34.548218,False,0.7597153804050356,0.7318007662835249,0.7323275862068965,0.7693965517241379,0.6939655172413793,0.8060344827586207,0.7672413793103449,0.8172413793103448,True,True,True,False,True,True,False,"{""active_gold_count"": 1059, ""kg_vec_cap"": 0.9, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": true, ""use_kg_vec"": true, ""use_vector"": true}"
12,v2_composite_triage,146,2026-06-03T19:29:12.244216,False,0.7589696223316913,0.7097701149425287,0.7692528735632184,0.7547413793103448,0.7241379310344828,0.7844827586206896,0.7672413793103449,0.8031609195402298,True,True,True,True,True,True,False,"{""active_gold_count"": 1059, ""facts_vec_cap"": 0.9, ""kg_vec_cap"": 0.9, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": true, ""use_kg_vec"": true, ""use_vector"": true}"
13,grid_C1F1K1T1,158,2026-06-03T20:57:32.536630,False,0.7569991789819376,0.7097701149425287,0.7683908045977011,0.7547413793103448,0.7241379310344828,0.7801724137931034,0.7672413793103449,0.7945402298850575,True,True,True,True,True,True,False,"{""active_gold_count"": 1059, ""facts_vec_cap"": 0.9, ""kg_vec_cap"": 0.9, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": true, ""use_kg_vec"": true, ""use_vector"": true}"
14,rw_g41_mine,175,2026-06-04T00:01:44.099625,False,0.7399972632731253,0.7021072796934866,0.7293103448275862,0.781896551724138,0.6810344827586207,0.7586206896551724,0.75,0.7770114942528735,True,True,True,False,False,True,True,"{""active_gold_count"": 1059, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""triage_model"": ""gpt-4.1-mini-2025-04-14"", ""triage_prompt"": ""mine"", ""use_composite"": true, ""use_curated"": true, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
15,grid_C1F1K0T1,150,2026-06-03T19:48:52.319993,False,0.7363916256157635,0.6867816091954023,0.7132183908045977,0.7406609195402298,0.7155172413793104,0.7629310344827587,0.7586206896551724,0.7770114942528735,True,True,True,True,False,True,False,"{""active_gold_count"": 1059, ""facts_vec_cap"": 0.9, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": true, ""use_composite"": true, ""use_curated"": false, ""use_facts"": true, ""use_facts_vec"": true, ""use_kg_context"": false, ""use_kg_vec"": false, ""use_vector"": true}"
16,no_semantic_kg,131,2026-06-03T18:14:10.249855,False,0.7296973961998593,0.757183908045977,0.5899425287356321,0.6424466338259441,0.8793103448275862,0.8103448275862069,0.6594827586206896,0.7691707717569787,False,True,,True,True,False,,"{""active_gold_count"": 1059, ""loo"": false, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": false, ""use_facts"": true, ""use_facts_vec"": false, ""use_kg_context"": true, ""use_kg_vec"": false, ""use_vector"": true}"
17,grid_C1F0K1T0,129,2026-06-03T18:09:02.839442,False,0.7217784815075455,0.7231800766283525,0.691235632183908,0.737212643678161,0.6810344827586207,0.6681034482758621,0.7155172413793104,0.8361658456486043,True,True,True,False,True,False,False,"{""active_gold_count"": 1059, ""kg_vec_cap"": 0.9, ""loo"": true, ""multi_query"": false, ""personas"": [""naive_vague"", ""naive_branded"", ""naive_specific"", ""emu_generic"", ""emu_ordinary"", ""emu_specific"", ""original""], ""retrieval_limit"": 500, ""triage"": false, ""use_composite"": true, ""use_curated"": false, ""use_facts"": false, ""use_facts_vec"": false, ""use_kg_context"": true, ""use_kg_vec"": true, ""use_vector"": true}"
